cleaned_tweet,tweet,labels
I need run theo theo homi rock cool I need free shit hoe,&#8220;@ericwooden21 I need ran theo and theo HOMIE rocking the cool&#8221; I need some free shit or some hoes,1
still get pussi ju ration fag,&#8220;@eternalhbic: &#8220;@HalfJewish: Stills get no pussy** http://t.co/6uOWecbUQO&#8221; he's jus being rational&#8221; a fag,1
class right I need headphon seventh period I seriou bitch ass,&#8220;@fabbymichelle: @BrianLovesAss_ what class you in right now? I need my headphones for seventh period I'm serious bitch ass.&#8221;ms.Trophenboum,1
aw omg thi show make I cri I pussi man realli,&#8220;@fabbymichelle: aw OMG this show made me cry &#128557;&#128557;&#128557;&#128557; I'm such a pussy man&#8221;you really are,1
brian stfu twitter I could retwet anyth make I bitch slap,&#8220;@fabbymichelle: brian stfu &#128548;&#128079; its twitter i could retweet anything&#8221;don't make me bitch slap you again &#128075;,1
I know u nt hit jiga fav purs chill,&#8220;@fatbellybella: I know u didnt hit that jigga with my fav purse. .. @solangeknowles&#8221;--no chill! &#128514;&#128514;,2
fuck slut foreal fuck dat bitch,"&#8220;@flowerlela: Fucking slut&#8221;

FOREAL, fuck dat bitch.",1
might go plaq hc go go,&#8220;@flvshy5: Might go to plaq hc&#8221;bitch who you gone go with,1
I faggot I agre,"&#8220;@gallinofmilk: I'm a faggot"" I agree",1
I heartbroken tx iniz ho lmao haha naw chill one laugh vdawg,"&#8220;@garcialaura_: @Virgilio_LLA I was heartbroken tx inniz ho. Lmao&#8221; haha naw chill, you the one laughing at vdawg",1
make tell I bitch,&#8220;@garytiffany_: Make the most of what you have.&#8221; Don't tell me what to do bitch,1
yanke never someon wear singl digit uniform thi season wow show epic organ,&#8220;@ghostriderJ1: Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,2
whi bitch stand like thi want mj smooth crimin video bad,&#8220;@girlideas: why do bitches stand like this? &#128563;&#128541; http://t.co/QQ9vQyLru1&#8221; she wanted to be in MJ's smooth criminal video so bad..,1
matter thi nigga alway tryna holla bitch,&#8220;@gmail_candy: It don't matter where we at this nigga always tryna holla at a bitch &#128514;&#128514; @tranSactionRAP&#8221; where. y'all. at?,1
thi bitch gmfu huh huh lol,"&#8220;@goodbadguytim: &#8220;@100046729: This bitch Gmfu.&#8221;

You huh?&#8221; Huh lol",1
back hoe want I I hot I,"&#8220;@hernandezeli_: back then hoes didn't want me, now I'm hot, they all on me.&#8221;",1
I believ wiz khalifa one bald bitch get divorc,"&#8220;@hippiescrub: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""&#8221;",1
sick trash talk cocki attitud ref take control need,&#8220;@hoppk92: @WCCORosen Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed,2
twitpic selfi light color eye,&#8220;@iCARLEYBBY: &#8220;@DJZeeti: twitpic a selfie with light colored eyes&#8221; http://t.co/BSOYlL83Iz&#8221;&#128525;,2
singl mom get prove pussi lol fckd tru,&#8220;@iDisrespectHoez: RT @GodOfMilfs: Single moms got that proven pussy&#8221; LOL fckd up but truuu,1
hate chick say go deepli u alreadi dishin u get,&#8220;@iDisrespectHoez: RT @JonRaff: Hate when a chick say go deeper when u already dishin out all u got #hoes&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;,1
bitch wan na date fli nigga shock hoe lol,&#8220;@iDntWearCondoms: Bitch wanna date the flyest nigga then be shocked when he has hoes lol&#8221;,1
ladi dude put two hand pussi start clap lmao,&#8220;@iDntWearCondoms: Ladies what if a dude put two hands in your pussy and started clapping?&#8221; Lmaoo,1
u get u put u offer pussi mad u receiv dick,&#8220;@iDntWearCondoms: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick&#8221; &#128588;,1
thing hoe say,&#8220;@iKayKing: Things hoes say... https://t.co/i9zs1OUd0I&#8221;,1
fav part take care album trash,&#8220;@iSignMyOwnBoobs thats my fav part on Take Care&#8221;whole album trash,2
one want ugli nigga get stress hoe lt lie,"&#8220;@iTweet4UglyPpl: &#8220;@KirbyMouf: No one wants an ugly nigga, so you've got him all to yourself. No more stressing over hoes&#8221; &lt;-&#8221; lies !",1
yal partner crime bitch ride solo,&#8220;@iamSHIRAQ: @WhereYoHussleAt @CayMarieee yall partners in crime&#8221; that's my bitch she can't ride solo,1
u get hoe tho werd,&#8220;@iamSHIRAQ: @WhereYoHussleAt u got hoes tho&#8221; WERD &#128066; WHERE &#128064;,1
I see everi tweet di like da color bradi bunch,"&#8220;@iamkrause: All I see in every #IfTheyGunnedMeDown tweet... http://t.co/XWmkac1Aw6&#8221;
Dis be like da colored Brady Bunch",2
need thank I kill nigger reward di pal graduat,"&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221; 

Dis my pal from our graduation when we was 26",0
homo sorri I straight like pull mad bitch,&#8220;@iank12: @AJDougherty13 no you homo&#8221; sorry I can't be straight like you and pull mad bitches &#128532;,1
I even lift pussi,&#8220;@iank12: @LTomasiello75 @AJDougherty13 me 3&#8221; you don't even lift pussy,1
half tempt go outsid run phone car becaus piec shit pussi,&#8220;@iank12: Half tempted to go outside and run my phone over with my car because it's such a piece of shit. #FuckiPhones&#8221; do it pussy,1
earli put face pussi bul never earli breakfast,&#8220;@inHERribs: is it too early to put your face in some pussy?&#8221; Bul never to early for breakfast,1
doc pussi go anywher,"&#8220;@isadore911: @VernNotice what about the doc?&#8221;

He's a pussy. He ain't going anywhere.",1
I want ear look like thi I want thi bitch ear lol,&#8220;@ithinkthatway: I want my ears to look like this &#128066;&#128149; http://t.co/oBVU5ZN3zC&#8221; I just want this bitches earrings lol &#128513;,1
I take peopl nigga bitch play nigga special babi daddi bs,"&#8220;@itsDeSha__: I don't take people niggas bitches don't play about they niggas , specially they baby daddies &#128557;&#128514;&#128514;&#128514;&#8221;No BS",1
I use fat bitch everybodi make fun look I I make fun ugli,&#8220;@itsWhittyTitty: I used to be that fat bitch everybody made fun of look at me now&#8221; I was made fun of for being ugly &#128589;,1
hoe,&#8220;@itsdaniellef: &#128521;&#8221; hoe,1
pussi pussi nasti ass nigga hope get aid bit harsh rethink statement,"&#8220;@itslizkhalifa: If pussy is just pussy to you, you a nasty ass nigga.. Hope you get aids &#128553;&#8221; bit harsh. Rethink that statement",1
fuck I bitch shut roll throw,&#8220;@jaimescudi_: @Tonybthrz_ @cinndyyxoxo_ @BriannNiloo_ fuck me then bitch&#8221; shut up and roll threw,1
I say I thi stud fuck trani let bitch strap muhfucka childish lol,&#8220;@jama_jam I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol&#8221;,1
bitch I fukin wicha fuck nigga squar I fuck,&#8220;@jcash___: @FreeMolly_ @VoiceOfDStreetz &#128077;&#128514;&#128514;&#128514; bitch I was fukkin wicha but fuck you nigga square up&#8221; and I'm fucking with you &#128514;&#128514;&#128076;,1
know I pictur hoe head good knock wind boy,&#8220;@jcash___: @VoiceOfDStreetz knowing I can picture that hoe in my head&#8221; he good now knocked the wind out that boy &#128514;,1
nol nigga I talm bout tt juic I ion hoe em,&#8220;@jcash___: @VoiceOfDStreetz noll nigga I'm Talm bout Tt and juice &#128514;&#128514;&#128514; @FreeMolly_&#8221; me too! Ion hoe Em,1
eagl fan nt except fact mcoy trash thi year everybodi figur spread offens,&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt,2
thot bitch wan na wine amp dine like wife know earn,&#8220;@jjusmaxx: Thot bitches wanna be wined &amp; dined like a wife but don't know how to earn it &#128564;&#8221;,1
u hela gay u never quit sub fag,&#8220;@jooselhynn_: U hella gay u never did&#8221; quit subbing fag,1
haha bitch,&#8220;@joytooawesome: @im_jessicaaaaa @vintage_monroe_ haha bitch &#128523;&#128518;&#8221; http://t.co/n5uuCDTDxT,1
I think thi hoe press shit mani time ask ok,&#8220;@joytooawesome: I think this hoe pressed or some shit &#128533;&#8221;righttt how many times we asked where they be??ok,1
hoe hoe thang,&#8220;@julialeungg: hoes do hoe thangs&#8221;@Maycie_Belmore,1
new song diana well write well boyz bow bitch,&#8220;@justinbieber: that new 1d song diana is well written well done boyzzzzzz&#8221; bow down bitch,1
big ole middl finger bitch,"&#8220;@kaitlinfryer: Big oleeeee middle finger, bitch.&#8221;",1
peopl complain I price I like bitch I look like I make rule,&#8220;@kanga_ruthie: When people complain to me about prices I'm just like bitch do I look like I make the rules?&#8221;,1
I hate bitch amp fact omf like retwet x,&#8220;@kaylendenise_: I hate that bitch &amp; the fact that oomf likes her.. just no &#128528;&#8221; retweeettt 1000x.,0
hoe lmfao smut lmao,&#8220;@keanabermudez: @GinaSanabria_ he's a hoe lmfao&#8221; aren't they all smuts ? lmao,1
guy hoe day lmao fuck indirect I caus I put blast subin,&#8220;@keanabermudez: Guys are hoes these days lmao don't fucking indirect me cause I can put you on blast&#8221; who's subbin ?,1
need get lay sike I celib bitch like,"&#8220;@keyna__: &#8220;@cosmeticJUNKiee: ""need to get laid &#128514;&#128514;&#128514;&#128514; 
sike im celibate""

bitches be like &#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#128070;&#8221;&#128064;&#8221;&#128064;",1
boot u hoe nigga girl take bc hoe,&#8220;@kiaramariexo: &#8220;@1kRock_: boot up. http://t.co/czj5npIfKi&#8221; for u hoe niggas&#8221; so girls that take BC are hoes? &#128056;&#9749;&#65039;,1
rico bore bitch boy watch I hoe,&#8220;@kincade00: Rico be bored then a bitch&#8221;damn boy you watch me more than these hoes do,1
rico full shyt money hoe,&#8220;@kincade00: Rico full of shyt&#8221;full of money hoe,1
man big hoe lmao,&#8220;@kingCvpital: &#8220;@GinaSanabria_: &#8220;@kingCvpital: &#8220;@keanabermudez: MEN are the biggest hoes lmao&#8221;&#8221;&#8221;&#8221;,1
one song blac hollywood I dislik except song nicki minaj becaus trifl bitch suck,&#8220;@kirstenkraft: there isn't one song on Blacc Hollywood I dislike.&#8221; Except the song with nicki minaj because that triffling bitch sucks,1
yea bitch,&#8220;@kissme_faith: @what_evaittakes Yea bitch&#8221;dam!,1
thi bitch come right amp get comfort I never see thi yo gut I hate u,&#8220;@kissme_faith: This bitch comes right in &amp; gets tooo comfortable http://t.co/u9Duc84iwS&#8221;&#128563;&#128551; I never saw this yo my gut all out I hate u&#128514;&#128514;,1
bitch ass nigga fuck lt hoe get manner,&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,0
swear emoji,&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;,1
bang trust worthi bitch,&#8220;@koleworld4: @what_evaittakes bang&#128129;&#8221;that's a trust worthy bitch&#128528;&#128553;,1
cute af bitch I believ u ju get pass trust u wit needl someon head,&#8220;@koleworld4: @what_evaittakes it's cute af bitch&#8221;&#128514;&#128514; I believe u!! It's jus getting pAss trusting u wit a needle to someone head&#128114;,1
lmao hoe ok,&#8220;@koleworld4: @what_evaittakes lmaooo nooo hoe&#8221;oh ok&#128533;,1
name stefani stefani u hoe,&#8220;@koleworld4: my name is stefanie ... &#128075;&#128075;&#128075;&#128075; stefanie&#128514;&#128540;&#8221;fuck u hoe &#128553;&#128530;&#128514;,1
thi bitch tri wrong one go hill,&#8220;@koleworld4: this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;,1
peopl ever twitter bitch get mother fuckin diari,&#8220;@kriscope95: All people ever do on twitter is bitch. Get a mother fuckin diary.&#8221;&#128076;,1
I could write book thing hoe say way jose,&#8220;@l3ahpar: I could write a book on the things hoes say.&#8221;no way Jose,1
bad optim I royal twin take rise ie color glass,"&#8220;@lakeshow73: @WCCORosen Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off",2
I drive insan,&#8220;@leynachristina: I'm driving myself insane.&#8221;fag,1
femal get irrit fast fuck hoe,&#8220;@liIdurk__: Females get irritated FAST &#128530;&#8221; fuck them hoes,1
bitch I call yu back lie,&#8220;@lifeof_brandon: &#8220;@100046729: @lifeof_brandon bitch I called yu back&#8221; the lies&#128564;&#8221;&#127797;,1
togeth gt job hoe,&#8220;@lifeof_brandon: @100046729 we'll be together&#128521;&#8221;yu gt a job hoe.,1
rich let bitch get mad like nigga think,&#8220;@lildebo2391: He too rich to let that bitch get him mad like that!&#8221; Niggas don't think at all,1
grow matur pretti amp etc go window bitch play I,&#8220;@lildoll__: grown. mature. pretty. &amp;etc. All that goes out the window when a bitch play with me.&#8221;,1
I kim kardashian look good look well call bad bitch,&#8220;@lilduval: Is it me or does Kim kardashian ain't looking as good no more&#8221;still look better then these so called bad bitches,1
girl hoe twitter,&#8220;@lilthickgawdess: @ a girl who's a hoe on Twitter &#128064;&#8221; @lilthickgawdess,1
beauti femal still find way fuck w ratchet hoe I get,&#8220;@lopezbrittaney: How do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. I don't get it&#8221; &#128079;&#128079;&#128588;&#128075;&#128588;,1
would love parksid sport girl dress like kobe day everyday let I see hoe,"&#8220;@lovelyatotheb: @1Bcarter would love the Parkside sport girls, dressed like Kobe all day everyday!&#8221; Let me see 1 of them hoes",1
thi guy say sleep girl oh ok let I puke know girl dude slut whore hoe,&#8220;@lovelyatotheb: This guy said he's slept with 300 girls.. Oh ok let me puke now.&#8221;I know a girl that had 70 dudes slut/whore not hoe,1
everi bitch tell I I act like nigga whatev fuck mean,&#8220;@lyricsaidso: every bitch tell me I act like a nigga.. whatever the fuck that means&#8221;,1
lol bitch respond cool I get one I ju trust,"&#8220;@m_stew4: @what_evaittakes lol the bitch not responding,&#8221;lol it's cool imma get one I jus trusted that more",1
I close dude master chan right bitch bow master,"&#8220;@matt_chu22: @wagggggie @RyanRiehle &#128514; I'm not close to being your dude, master chan&#8221; that's right bitch, bow down to your master &#128591;",1
I get hela hoe,&#8220;@mayi_Mcdonald: I got hella hoes.&#8221;&#128559;,1
nigga get alot bitch gon na valu like someon els would anoth one lol cut,"&#8220;@mcdonavins: A nigga who gets alot of bitches is not gonna value you like someone else would, youre just ""another one"" lol.&#8221; Cut that out",1
luhv u tio drunk bitch lol,&#8220;@mckinley719: @vintagebeezy15 luhv u tioo!a!!!&#161;&#9829;&#9829;&#8221; drunk bitch lol,1
go talk shit sister play pussi shit say face yo,&#8220;@mckinley719: If you're going to talk shit about my sister. Don't play no pussy shit. Say it to her face yo! #JustSaying!&#8221; #slapAbitch &#128075;,1
one friend greet insult nigger,&#8220;@medaOriginBitch: That one friend who you greet with an insult.&#8221; @MorbidMermaid @EvanBecker513 niggers,0
go text hoe I,"&#8220;@meezytk_: ""Go text your other hoes""

Me:

 http://t.co/wC5Tr4UHS6&#8221; @ayostew_",1
scale thi bitch liter,&#8220;@miilkkk: On a scale of 1-10 this bitch is literally a 6 http://t.co/A3rMyfNUS4&#8221;hahaha,1
thi dude fuck legend bruh fuck right pussi lmao true legendfuck right pussi,"&#8220;@miilkkk: this dude a fucking legend bruh, fuck her right in the pussy lmao http://t.co/GfYrQ2VFYZ&#8221; true legendFuck her right in the pussy!",1
see pregnant bitch fight look like sumo wrestler,&#8220;@mikeceeno: Just seen 2 pregnant bitches fight&#8221; did the look like sumo wrestlers?,1
birthday yesssss obvious nobodi care bitch,"&#8220;@missyf922: It's my birthday!!!!! Yesssss!!!!!&#8221;

Obviously nobody cares bitch",1
doni hoe sinc,"&#8220;@mix3ddchickk: Donny a hoe&#8221;

Since when?&#191;?",1
I tryna find bitch fat ass,&#8220;@muhlackk: I'm Trynna find a bitch with a fat ass&#8221;,1
lol I agre fuck show I ever watch misfit wen simon wife hoe sad,&#8220;@najmaaa_ali: Lool I agree RT&#8220;@stopitfive_: the most fucked up show I ever watched was misfits&#8221;&#8221; wen Simone wifed that hoe was the saddest,1
see ashton hardli anyon care wait harri wtf bitch I would ashton grill feel,&#8220;@nerfgunirwin: &#8220;@1DAlerts: Just saw Ashton. Hardly anyone cared. Waiting for Harry &#128540;&#8221; wtf&#8221; bitch I'd be all up in Ashton's grill you feel?,1
